"filecode","wave","canonical_name","variable_type","value_raw","value_numeric","value_label","is_missing","conflicts","solution"
"035","Z","cva01","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BCVA01 yes), D/E/F/G/H/I/J/K (no, previous interview yes), 2B/3B/MB (no)",
"035","Z","cva01","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BCVA01 no), D/E/F/G/H/I/J/K (yes, previous interview no), 2B/3B/MB (yes)",
"035","Z","cva01","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BCVA01 yes), D/E/F/G/H/I/J/K (yes, previous interview yes)",
"035","Z","cva06","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","cva07","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","cva07","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","cva08","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","cva09","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I (no)",
"035","Z","cva10","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","cva11","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","diabe01","ordinal","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B/MB/I/J/K (not available, routing)",
"035","Z","diabe01","ordinal","0","0","ordinal category 0","FALSE","Cross-wave coding conflict: 0 differs for B/D/E/F/G/H/I/J/K (no), C (no, never)",
"035","Z","diabe01","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BDIABE01 yes), D/E/F/G/H/I/J/K (no, previous interview yes), 2B/3B/MB (no)",
"035","Z","diabe01","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BDIABE01 no), D/E/F/G/H/I/J/K (yes, previous interview no), 2B/3B/MB (yes)",
"035","Z","diabe01","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BDIABE01 yes), D/E/F/G/H/I/J/K (yes, previous interview yes)",
"035","Z","diabe03","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, insulin injections), C/D/E/2B/F/G/H/3B (no), K (no medication use)",
"035","Z","diabe03","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, tablets only), C/D/E/2B/F/G/H/3B (yes, insulin injections), K (medication use)",
"035","Z","diabe03a","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for I/J (none), K (mentioned)",
"035","Z","diabe04","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","diabe04","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","diabe05","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I (no)",
"035","Z","diabe06","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (laser coagulation treatment), 3B (laser treatment)",
"035","Z","diabe06","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (cataract surgery), 3B (cataract operation)",
"035","Z","diabe06","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for B (both), 3B (other treatment)",
"035","Z","diabe07","categorical","-6","-6","coding category -6","TRUE","Cross-wave coding conflict: -6 differs for B (pain when walking already asked BARTVEI5), C/D/E/2B/F/G/H/3B/I/J/K (not available, routing)",
"035","Z","diabe07","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","diabe09","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (see cdiabe08, no), D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","diabe10","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","diabe11","categorical","-6","-6","coding category -6","TRUE","Cross-wave coding conflict: -6 differs for B (chest pain during exertion already asked BHART10), C (chest pain during exertion already asked CHART01), D/E/2B/F/G/H/3B/I/J/K (not available, routing)",
"035","Z","diabe11","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/J/K (no)",
"035","Z","diabe11","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (no exertion: chest pain), C/D/E/2B/F/G/H/3B/J/K (yes)",
"035","Z","diabe11","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for B (no exertion: pain legs), C/D/E/2B/F/G/H/3B/J/K (no exertion: chest pain)",
"035","Z","diabe11","categorical","4","4","coding category 4","FALSE","Cross-wave coding conflict: 4 differs for B (no exertion: shortness of breath), C/D/E/2B/F/G/H/3B/J/K (no exertion: pain legs)",
"035","Z","diabe11","categorical","5","5","coding category 5","FALSE","Cross-wave coding conflict: 5 differs for B (no exertion: joint complaints), C/D/E/2B/F/G/H/3B/J/K (no exertion: shortness of breath)",
"035","Z","diabe11","categorical","6","6","coding category 6","FALSE","Cross-wave coding conflict: 6 differs for B (no exertion: other reason), C/D/E/2B/F/G/H/3B/J/K (no exertion: joint complaints)",
"035","Z","diabe12","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart01","ordinal","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B/MB/I/J/K (not available, routing)",
"035","Z","hart01","ordinal","0","0","ordinal category 0","FALSE","Cross-wave coding conflict: 0 differs for B/D/E/F/G/H/I/J/K (no), C (no, never)",
"035","Z","hart01","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BHART01 yes), D/E/F/G/H/I/J/K (no, previous interview yes), 2B/3B/MB (no)",
"035","Z","hart01","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BHART01 no), D/E/F/G/H/I/J/K (yes, previous interview no), 2B/3B/MB (yes)",
"035","Z","hart01","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BHART01 yes), D/E/F/G/H/I/J/K (yes, previous interview yes)",
"035","Z","hart03","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (see chart02, no), D/E/2B/F/G/H/3B (no)",
"035","Z","hart04","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart04","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","hart05","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (see chart02, no), D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart10","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart10","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (no exertion: chest pain), C/D/E/2B/F/G/H/3B/I/J/K (yes)",
"035","Z","hart10","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for B (no exertion: pain legs), C/D/E/2B/F/G/H/3B/I/J/K (no exertion: chest pain)",
"035","Z","hart10","categorical","4","4","coding category 4","FALSE","Cross-wave coding conflict: 4 differs for B (no exertion: shortness of breath), C/D/E/2B/F/G/H/3B/I/J/K (no exertion: pain legs)",
"035","Z","hart10","categorical","5","5","coding category 5","FALSE","Cross-wave coding conflict: 5 differs for B (no exertion: joint complaints), C/D/E/2B/F/G/H/3B/I/J/K (no exertion: shortness of breath)",
"035","Z","hart10","categorical","6","6","coding category 6","FALSE","Cross-wave coding conflict: 6 differs for B (no exertion: other reason), C/D/E/2B/F/G/H/3B/I/J/K (no exertion: joint complaints)",
"035","Z","hart11","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart12","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","hart14","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for C/D/E/2B/F/G/H/3B/J (no), K (no, do not have compression stockings)",
"035","Z","hart14","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for C/D/E/2B/F/G/H/3B/J (yes), K (no, because of use compression stockings)",
"035","Z","hart15b","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B/C/2B/3B/I/J/K (mentioned), D/E/F/G/H (no)",
"035","Z","hart15c","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B/C/2B/3B/I/J/K (mentioned), D/E/F/G/H (no)",
"035","Z","hart15d","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B/C/2B/3B/I/J/K (mentioned), D/E/F/G/H (no)",
"035","Z","hart15e","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B/C/2B/3B/I/J/K (mentioned), D/E/F/G/H (no)",
"035","K","htraumj","unknown","see LASA035_headtrauma_varinfo",,,,"Unresolved within-PDF value reference: see LASA035_headtrauma_varinfo",
"035","Z","htraumj","unknown",,,,,"Unresolved PDF value reference: K (see LASA035_headtrauma_varinfo)",
"035","Z","incon1","ordinal","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B (not available, routing)",
"035","Z","incon1","ordinal","0","0","ordinal category 0","FALSE","Cross-wave coding conflict: 0 differs for B/D/E/F/G/H (no), C (no never)",
"035","Z","incon1","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BINCON1 yes), D/E/F/G/H (no, previous interview yes), 2B/3B (no)",
"035","Z","incon1","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BINCON1 no), D/E/F/G/H (yes, previous interview no), 2B/3B (yes)",
"035","Z","incon1","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BINCON1 yes), D/E/F/G/H (yes, previous interview yes)",
"035","Z","incon3","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","incon4","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B (no)",
"035","Z","incon4","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B (yes, family physician)",
"035","Z","incon6","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (only by certain occasion), C/D/E/2B/F/G/H/3B (no)",
"035","Z","incon6","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, most of the time), C/D/E/2B/F/G/H/3B (only on certain occasion)",
"035","Z","incon7","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B (no)",
"035","Z","othsi01","categorical","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B/I/J/K (not available, routing)",
"035","Z","othsi01","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","othsi02","categorical","24","24","coding category 24","FALSE","Cross-wave coding conflict: 24 differs for B/C/D/E/2B/F/G (mental problems, incl. depression), H/3B/I/J/K (Parkinson)",
"035","Z","othsi02","categorical","25","25","coding category 25","FALSE","Cross-wave coding conflict: 25 differs for B/C (eye diseases), D/E/2B/F (- to be coded -), G (other to be coded), H/3B/I/J/K (mental problems, incl. depression)",
"035","Z","othsi02","categorical","26","26","coding category 26","FALSE","Cross-wave coding conflict: 26 differs for B/C/D/E/2B/F (ear diseases/hearing problems), H/3B/I/J (other to be coded), K (hearing impairment)",
"035","Z","othsi02","categorical","27","27","coding category 27","FALSE","Cross-wave coding conflict: 27 differs for B/C/D/E/2B/F (venous insufficiency/varicose veins), K (gout)",
"035","Z","othsi02","categorical","28","28","coding category 28","FALSE","Cross-wave coding conflict: 28 differs for B/C/D/E/2B/F (anaemia), K (eye complaints/diseases)",
"035","Z","othsi02","categorical","29","29","coding category 29","FALSE","Cross-wave coding conflict: 29 differs for B/C/D/E/2B/F (chronic headaches (no migraine)), K (Sleep Apnea (OSAS))",
"035","Z","othsi02","categorical","30","30","coding category 30","FALSE","Cross-wave coding conflict: 30 differs for B/C/D/E/2B/F (chronic neck-problems), K (TIA (the past 3 years))",
"035","Z","othsi02","categorical","31","31","coding category 31","FALSE","Cross-wave coding conflict: 31 differs for B/C/D/E/2B/F (dizziness without falling), K (other to be coded)",
"035","Z","othsi05","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I (no)",
"035","Z","othsi06","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","othsi06","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","othsi07","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","othsi08","categorical","24","24","coding category 24","FALSE","Cross-wave coding conflict: 24 differs for B/C/D/E/2B/F/G (mental problems, incl. depression), H/3B/I/J/K (Parkinson)",
"035","Z","othsi08","categorical","25","25","coding category 25","FALSE","Cross-wave coding conflict: 25 differs for B/C (eye diseases), D/E/2B/F (- to be coded -), G (other to be coded), H/3B/I/J/K (mental problems, incl. depression)",
"035","Z","othsi08","categorical","26","26","coding category 26","FALSE","Cross-wave coding conflict: 26 differs for B/C/D/E/2B/F (ear diseases/hearing problems), H/3B/I/J (other to be coded), K (hearing impairment)",
"035","Z","othsi08","categorical","27","27","coding category 27","FALSE","Cross-wave coding conflict: 27 differs for B/C/D/E/2B/F (venous insufficiency/varicose veins), K (gout)",
"035","Z","othsi08","categorical","28","28","coding category 28","FALSE","Cross-wave coding conflict: 28 differs for B/C/D/E/2B/F (anaemia), K (eye complaints/diseases)",
"035","Z","othsi08","categorical","29","29","coding category 29","FALSE","Cross-wave coding conflict: 29 differs for B/C/D/E/2B/F (chronic headaches (no migraine)), K (Sleep Apnea (OSAS))",
"035","Z","othsi08","categorical","30","30","coding category 30","FALSE","Cross-wave coding conflict: 30 differs for B/C/D/E/2B/F (chronic neck-problems), K (TIA (the past 3 years))",
"035","Z","othsi08","categorical","31","31","coding category 31","FALSE","Cross-wave coding conflict: 31 differs for B/C/D/E/2B/F (dizziness without falling), K (other to be coded)",
"035","Z","othsi11","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/F/G/H (no)",
"035","Z","othsi12","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","othsi12","numeric","2","2","numeric coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","rh10_1j","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for I (right hip), J/K (hip)",
"035","Z","rh10_1j","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for I (left hip), J/K (knee)",
"035","Z","rh10_1j","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for I (both hips), J/K (fingers)",
"035","Z","rh10_1j","categorical","4","4","coding category 4","FALSE","Cross-wave coding conflict: 4 differs for I (right knee), J/K (hand/wrist)",
"035","Z","rh10_1j","categorical","5","5","coding category 5","FALSE","Cross-wave coding conflict: 5 differs for I (left knee), J/K (toes)",
"035","Z","rh10_1j","categorical","6","6","coding category 6","FALSE","Cross-wave coding conflict: 6 differs for I (both knees), J/K (foot/ankle)",
"035","Z","rh10_1j","categorical","7","7","coding category 7","FALSE","Cross-wave coding conflict: 7 differs for I (right hand fingers), J/K (neck)",
"035","Z","rh10_1j","categorical","8","8","coding category 8","FALSE","Cross-wave coding conflict: 8 differs for I (left hand fingers), J/K (back)",
"035","Z","rh10_1j","categorical","9","9","coding category 9","FALSE","Cross-wave coding conflict: 9 differs for I (both hands fingers), J/K (shoulder)",
"035","Z","rh10_1j","categorical","10","10","coding category 10","FALSE","Cross-wave coding conflict: 10 differs for I (right hand/wrist), J/K (other)",
"035","Z","rh10_1r","categorical","-2","-2","not available","TRUE","Cross-wave coding conflict: -2 differs for I (not available, routing), J/K (not available, wrong skip)",
"035","Z","rh10_2j","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for I (right hip), J/K (hip)",
"035","Z","rh10_2j","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for I (left hip), J/K (knee)",
"035","Z","rh10_2j","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for I (both hips), J/K (fingers)",
"035","Z","rh10_2j","categorical","4","4","coding category 4","FALSE","Cross-wave coding conflict: 4 differs for I (right knee), J/K (hand/wrist)",
"035","Z","rh10_2j","categorical","5","5","coding category 5","FALSE","Cross-wave coding conflict: 5 differs for I (left knee), J/K (toes)",
"035","Z","rh10_2j","categorical","6","6","coding category 6","FALSE","Cross-wave coding conflict: 6 differs for I (both knees), J/K (foot/ankle)",
"035","Z","rh10_2j","categorical","7","7","coding category 7","FALSE","Cross-wave coding conflict: 7 differs for I (right hand fingers), J/K (neck)",
"035","Z","rh10_2j","categorical","8","8","coding category 8","FALSE","Cross-wave coding conflict: 8 differs for I (left hand fingers), J/K (back)",
"035","Z","rh10_2j","categorical","9","9","coding category 9","FALSE","Cross-wave coding conflict: 9 differs for I (both hands fingers), J/K (shoulder)",
"035","Z","rh10_2j","categorical","10","10","coding category 10","FALSE","Cross-wave coding conflict: 10 differs for I (right hand/wrist), J/K (other)",
"035","Z","rh10_2r","categorical","-2","-2","not available","TRUE","Cross-wave coding conflict: -2 differs for I/K (not available, routing), J (not available, wrong skip)",
"035","Z","rh10_3j","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for I (right hip), J/K (hip)",
"035","Z","rh10_3j","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for I (left hip), J/K (knee)",
"035","Z","rh10_3j","categorical","3","3","coding category 3","FALSE","Cross-wave coding conflict: 3 differs for I (both hips), J/K (fingers)",
"035","Z","rh10_3j","categorical","4","4","coding category 4","FALSE","Cross-wave coding conflict: 4 differs for I (right knee), J/K (hand/wrist)",
"035","Z","rh10_3j","categorical","5","5","coding category 5","FALSE","Cross-wave coding conflict: 5 differs for I (left knee), J/K (toes)",
"035","Z","rh10_3j","categorical","6","6","coding category 6","FALSE","Cross-wave coding conflict: 6 differs for I (both knees), J/K (foot/ankle)",
"035","Z","rh10_3j","categorical","7","7","coding category 7","FALSE","Cross-wave coding conflict: 7 differs for I (right hand fingers), J/K (neck)",
"035","Z","rh10_3j","categorical","8","8","coding category 8","FALSE","Cross-wave coding conflict: 8 differs for I (left hand fingers), J/K (back)",
"035","Z","rh10_3j","categorical","9","9","coding category 9","FALSE","Cross-wave coding conflict: 9 differs for I (both hands fingers), J/K (shoulder)",
"035","Z","rh10_3j","categorical","10","10","coding category 10","FALSE","Cross-wave coding conflict: 10 differs for I (right hand/wrist), J/K (other)",
"035","Z","rheum01","ordinal","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B/MB/I/J/K (not available, routing)",
"035","Z","rheum01","ordinal","0","0","ordinal category 0","FALSE","Cross-wave coding conflict: 0 differs for B/D/E/F/G/H/I/J/K (no), C (no never)",
"035","Z","rheum01","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BRHEUM01 yes), D/E/F/G/H/I/J/K (no, previous interview yes), 2B/3B/MB (no)",
"035","Z","rheum01","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BRHEUM01 no), D/E/F/G/H/I/J/K (yes, previous interview no), 2B/3B/MB (yes)",
"035","Z","rheum01","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BRHEUM01 yes), D/E/F/G/H/I/J/K (yes, previous interview yes)",
"035","Z","rheum02","ordinal","-5","-5","not available","TRUE","Cross-wave coding conflict: -5 differs for B (not available, interview terminated), C/D/E/2B/F/G/H/3B/MB/I/J/K (not available, routing)",
"035","Z","rheum02","ordinal","0","0","ordinal category 0","FALSE","Cross-wave coding conflict: 0 differs for B/D/E/F/G/H/I/J/K (no), C (no never)",
"035","Z","rheum02","ordinal","1","1","ordinal category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C (no, BRHEUM02 yes), D/E/F/G/H/I/J/K (no, previous interview yes), 2B/3B/MB (no)",
"035","Z","rheum02","ordinal","2","2","ordinal category 2","FALSE","Cross-wave coding conflict: 2 differs for C (yes, BRHEUM02 no), D/E/F/G/H/I/J/K (yes, previous interview no), 2B/3B/MB (yes)",
"035","Z","rheum02","ordinal","3","3","ordinal category 3","FALSE","Cross-wave coding conflict: 3 differs for C (yes, BRHEUM02 yes), D/E/F/G/H/I/J/K (yes, previous interview yes)",
"035","Z","rheum04","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","rheum05","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes, family physician), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","rheum05","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (yes, specialist), C/D/E/2B/F/G/H/3B/I/J/K (yes, family physician)",
"035","Z","rheum06","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","rheum07","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","rheum08","numeric","1","1","numeric coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (no)",
"035","Z","rheum09","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/I/J/K (no), D/E/2B/F/G/H/3B (not mentioned)",
"035","Z","rheum09","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for C/I/J/K (yes), D/E/2B/F/G/H/3B (mentioned)",
"035","Z","rheum10","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B (no)",
"035","Z","rheum8a","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8b","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8c","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8d","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8e","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8f","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8g","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8h","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum8i","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (yes), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9a","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9b","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9c","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9d","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9e","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9f","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9g","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9h","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rheum9i","categorical","1","1","coding category 1","FALSE","Cross-wave coding conflict: 1 differs for B (mentioned), C/D/E/2B/F/G/H/3B/I/J/K (not mentioned)",
"035","Z","rmch","categorical","2","2","coding category 2","FALSE","Cross-wave coding conflict: 2 differs for B (short interview), C/D/E/2B/F/G/H/3B/MB/I/J/K (interview terminated)",
